source,path,name,extension,size_bytes,size_mb,pages,chars,avg_chars_per_page,low_text_pages,status,extracted_path,sample,error
rko_izdaniya,data\rko_izdaniya\containers\pravila-po-konteyneram\izveshchenie-52-p-obshchie-polozheniya-po-tn-za-konteynerami.pdf,izveshchenie-52-p-obshchie-polozheniya-po-tn-za-konteynerami.pdf,.pdf,169082,0.161,6,14428,2384.0,0,read,data\extracted_text\rko_izdaniya\izveshchenie-52-p-obshchie-polozheniya-po-tn-za-konteynerami__798a4981fd.txt,"===== PAGE 1 =====
ИЗВЕЩЕНИЕ 
О ВНЕСЕНИИ ИЗМЕНЕНИЙ 
В ОБЩИЕ ПОЛОЖЕНИЯ ПО ТЕХНИЧЕСКОМУ НАБЛЮДЕНИЮ 
ЗА КОНТЕЙНЕРАМИ 
(утвержденные приказом федерального автономного учреждения 
«Российское Классификационное Общество» от 15.09.2022 № 79-п) 
 
Утверждено 
приказом федерального автономного учреждения «Российское 
Классификационное Общество» от 15.07.2024 № 52-п 
Введено в действие с 18.07.2024 
 
Внести в Общие положения по техническому наблюдению за контейнерами, 
утвержденные 
приказом 
федеральног",
rko_izdaniya,data\rko_izdaniya\containers\pravila-po-konteyneram\izveshchenie-53-p-pravila-izgotovleniya-konteynerov.pdf,izveshchenie-53-p-pravila-izgotovleniya-konteynerov.pdf,.pdf,1678343,1.601,24,46706,1924.5,2,partial_low_text,data\extracted_text\rko_izdaniya\izveshchenie-53-p-pravila-izgotovleniya-konteynerov__3ed130dad6.txt,"===== PAGE 1 =====
ИЗВЕЩЕНИЕ 
О ВНЕСЕНИИ ИЗМЕНЕНИЙ 
В ПРАВИЛА ИЗГОТОВЛЕНИЯ КОНТЕЙНЕРОВ 
(утвержденные приказом федерального автономного учреждения «Российское 
Классификационное Общество» от 15.09.2022 № 79-п) 
 
 
 
 
Утверждено 
приказом федерального автономного учреждения «Российское 
Классификационное Общество» от 15.07.2024 № 53-п 
Введено в действие с 18.07.2024 
 
Внести 
в 
Правила 
изготовления 
контейнеров, 
утвержденные 
приказом 
федерального автономного учреждения «Российское Класси",
rko_izdaniya,data\rko_izdaniya\containers\pravila-po-konteyneram\izveshchenie_v_optnk_prikaz_no_44-p_ot_07-08-2025.pdf,izveshchenie_v_optnk_prikaz_no_44-p_ot_07-08-2025.pdf,.pdf,70099,0.067,1,1487,1468.0,0,read,data\extracted_text\rko_izdaniya\izveshchenie_v_optnk_prikaz_no_44-p_ot_07-08-2025__0a0c492060.txt,"===== PAGE 1 =====
ИЗВЕЩЕНИЕ
О ВНЕСЕНИИ ИЗМЕНЕНИЙ В ПРАВИЛА
РОССИЙСКОГО КЛАССИФИКАЦИОННОГО ОБЩЕСТВА
(в Общие положения по техническому наблюдению за контейнерами, утвержденные
приказом федерального автономного учреждения
«Российское Классификационное Общество» от 15.09.2022 №79-п)
Утверждено
приказом
федерального
автономного
учреждения
«Российское
Классификационное Общество» от 07.08.2025 №44-п
Введено в действие
с 10.08.2025
Внести в Общие положения по техническому наблюдению за контейнерами,
у",
rko_izdaniya,data\rko_izdaniya\containers\pravila-po-konteyneram\izveshchenie_v_ptnke_prikaz_no_44-p_ot_07-08-2025.pdf,izveshchenie_v_ptnke_prikaz_no_44-p_ot_07-08-2025.pdf,.pdf,85248,0.081,2,4027,1993.5,0,read,data\extracted_text\rko_izdaniya\izveshchenie_v_ptnke_prikaz_no_44-p_ot_07-08-2025__6896e9db83.txt,"===== PAGE 1 =====
ИЗВЕЩЕНИЕ
О ВНЕСЕНИИ ИЗМЕНЕНИЙ В ПРАВИЛА
РОССИЙСКОГО КЛАССИФИКАЦИОННОГО ОБЩЕСТВА
(в Правила технического наблюдения за контейнерами в эксплуатации, утвержденные
приказом федерального автономного учреждения
«Российское Классификационное Общество» от 15.07.2024 №54-п)
Утверждено
приказом
федерального
автономного
учреждения
«Российское
Классификационное Общество» от 07.08.2025 №44-п
Введено в действие
с 10.08.2025
Внести в Правила технического наблюдения за контейнерами в эксплуа",
rko_izdaniya,data\rko_izdaniya\containers\pravila-po-konteyneram\optnk_10-08-2025.pdf,optnk_10-08-2025.pdf,.pdf,408887,0.39,26,61258,2334.5,0,read,data\extracted_text\rko_izdaniya\optnk_10-08-2025__9c44a64011.txt,"===== PAGE 1 =====
Российское Классификационное Общество 
 
ОБЩИЕ ПОЛОЖЕНИЯ 
ПО ТЕХНИЧЕСКОМУ НАБЛЮДЕНИЮ 
ЗА КОНТЕЙНЕРАМИ 
 
 
Москва 
2022

===== PAGE 2 =====
Общие положения по техническому наблюдению за контейнерами 
2 
Российское Классификационное Общество. Общие положения по техническому 
наблюдению за контейнерами. 
Общие положения по техническому наблюдению за контейнерами утверждены при-
казом федерального автономного учреждения «Российское Классификационное Общество» 
от 15.09.2022 № 79-",
rko_izdaniya,data\rko_izdaniya\containers\pravila-po-konteyneram\pravila-dopushcheniya-kontejnerov-k-perevozke-gruzov-pod-tamozhennymi-pechatyami-i-plombami.pdf,pravila-dopushcheniya-kontejnerov-k-perevozke-gruzov-pod-tamozhennymi-pechatyami-i-plombami.pdf,.pdf,1033474,0.986,21,32374,1520.1,0,read,data\extracted_text\rko_izdaniya\pravila-dopushcheniya-kontejnerov-k-perevozke-gruzov-pod-tamozhennymi-pechatyami-i-plombami__dec73efbdb.txt,"===== PAGE 1 =====
Российское Классификационное Общество 
ПРАВИЛА ДОПУЩЕНИЯ 
КОНТЕЙНЕРОВ К ПЕРЕВОЗКЕ 
ГРУЗОВ ПОД ТАМОЖЕННЫМИ 
ПЕЧАТЯМИ И ПЛОМБАМИ 
 
Москва 
2022

===== PAGE 2 =====
Правила допущения контейнеров к перевозке грузов под таможенными печатями и … 
2 
Российское Классификационное Общество. Правила допущения контейнеров 
к перевозке грузов под таможенными печатями и пломбами. 
Правила допущения контейнеров к перевозке грузов под таможенными печатя-
ми и пломбами утверждены приказом фе",
rko_izdaniya,data\rko_izdaniya\containers\pravila-po-konteyneram\pravila-izgotovleniya-konteynerov.pdf,pravila-izgotovleniya-konteynerov.pdf,.pdf,4093964,3.904,202,389513,1905.8,11,partial_low_text,data\extracted_text\rko_izdaniya\pravila-izgotovleniya-konteynerov__4dfc21941d.txt,"===== PAGE 1 =====
Российское Классификационное Общество 
 
ПРАВИЛА ИЗГОТОВЛЕНИЯ 
КОНТЕЙНЕРОВ 
 
 
Москва 
2022

===== PAGE 2 =====
Правила изготовления контейнеров 
2 
 
Российское Классификационное Общество. Правила изготовления контейнеров. 
Правила изготовления контейнеров утверждены приказом федерального автономно-
го учреждения «Российское Классификационное Общество» от 15.09.2022 № 79-п, вступа-
ют в силу 18.09.2022 года. 
Настоящие правила издаются в электронном виде. 
В случае расхожден",
rko_izdaniya,data\rko_izdaniya\containers\pravila-po-konteyneram\pravila_tn_za_izgotovleniem_kontejnerov_materialov_i_izdelij_dlya_kontejnerov_25-12-24.pdf,pravila_tn_za_izgotovleniem_kontejnerov_materialov_i_izdelij_dlya_kontejnerov_25-12-24.pdf,.pdf,469613,0.448,44,105510,2376.2,0,read,data\extracted_text\rko_izdaniya\pravila_tn_za_izgotovleniem_kontejnerov_materialov_i_izdelij_dlya_kontejnerov_25-12-24__a5b63ca162.txt,"===== PAGE 1 =====
Российское Классификационное Общество 
 
ПРАВИЛА ТЕХНИЧЕСКОГО 
НАБЛЮДЕНИЯ ЗА ИЗГОТОВЛЕНИЕМ 
КОНТЕЙНЕРОВ, МАТЕРИАЛОВ И 
ИЗДЕЛИЙ ДЛЯ КОНТЕЙНЕРОВ 
 
 
Москва 
2022

===== PAGE 2 =====
Правила технического наблюдения за изготовлением контейнеров, материалов и … 
2 
Российское Классификационное Общество. Правила технического наблюдения за 
изготовлением контейнеров, материалов и изделий для контейнеров. 
Правила технического наблюдения за изготовлением контейнеров, материалов и из-",
rko_izdaniya,data\rko_izdaniya\containers\pravila-po-konteyneram\ptnke_10-08-2025.pdf,ptnke_10-08-2025.pdf,.pdf,778754,0.743,37,83734,2241.4,0,read,data\extracted_text\rko_izdaniya\ptnke_10-08-2025__ad50f7dfa3.txt,"===== PAGE 1 =====
Российское Классификационное Общество 
 
ПРАВИЛА 
ТЕХНИЧЕСКОГО НАБЛЮДЕНИЯ 
ЗА КОНТЕЙНЕРАМИ 
В ЭКСПЛУАТАЦИИ 
 
 
Москва 
2024

===== PAGE 2 =====
Правила технического наблюдения за контейнерами в эксплуатации 
2 
Российское Классификационное Общество. Правила технического наблюдения за 
контейнерами в эксплуатации. 
Правила технического наблюдения за контейнерами в эксплуатации утверждены 
приказом федерального автономного учреждения «Российское Классификационное Обще-
ство» от",
rko_izdaniya,data\rko_izdaniya\marine\pravila-klassifikacii-i-postrojki-himovozov\pravila_klassifikatsii_i_postrojki_himovozov_16-07-25.pdf,pravila_klassifikatsii_i_postrojki_himovozov_16-07-25.pdf,.pdf,787410,0.751,96,156975,1613.3,10,partial_low_text,data\extracted_text\rko_izdaniya\pravila_klassifikatsii_i_postrojki_himovozov_16-07-25__d9f40b1dd2.txt,"===== PAGE 1 =====
Российское Классификационное Общество 
 
ПРАВИЛА КЛАССИФИКАЦИИ 
И ПОСТРОЙКИ ХИМОВОЗОВ 
 
 
Москва 
2025

===== PAGE 2 =====
Российское Классификационное Общество. Правила классификации и постройки 
химовозов. 
Правила 
классификации 
и 
постройки 
химовозов 
(ПКПХ) 
Российского 
Классификационного 
Общества 
утверждены 
приказом 
федерального 
автономного 
учреждения «Российское Классификационное Общество» от 16.07.2025 № 37-п, 
вступают в силу 19.07.2025 года. 
Настоящие прав",
rko_izdaniya,data\rko_izdaniya\marine\pravila-klassifikacii-i-postrojki-sudov-dlya-perevozki-szhizhennyh-gazov-nalivom\pravila_klassifikatsii_i_postrojki_sudov_dlya_perevozki_szhizhennyh_gazov_nalivom_19-03-26.pdf,pravila_klassifikatsii_i_postrojki_sudov_dlya_perevozki_szhizhennyh_gazov_nalivom_19-03-26.pdf,.pdf,3591670,3.425,306,604129,1951.6,0,read,data\extracted_text\rko_izdaniya\pravila_klassifikatsii_i_postrojki_sudov_dlya_perevozki_szhizhennyh_gazov_nalivom_19-03-26__4acfc25de5.txt,"===== PAGE 1 =====
Российское Классификационное Общество 
 
ПРАВИЛА КЛАССИФИКАЦИИ И 
ПОСТРОЙКИ СУДОВ ДЛЯ ПЕРЕВОЗКИ 
СЖИЖЕННЫХ ГАЗОВ НАЛИВОМ 
 
 
Москва 
2026

===== PAGE 2 =====
Правила классификации и постройки судов для перевозки сжиженных газов наливом 
2 
Российское Классификационное Общество. Правила классификации и постройки 
судов для перевозки сжиженных газов наливом. 
Правила классификации и постройки судов для перевозки сжиженных газов 
наливом утверждены приказом федерального автономн",
rko_izdaniya,data\rko_izdaniya\marine\pravila-klassifikacii-i-postrojki-vysokoskorostnyh-sudov\pravila_klassifikatsii_i_postrojki_vss_08-08-2025.pdf,pravila_klassifikatsii_i_postrojki_vss_08-08-2025.pdf,.pdf,5920167,5.646,407,717097,1739.2,9,partial_low_text,data\extracted_text\rko_izdaniya\pravila_klassifikatsii_i_postrojki_vss_08-08-2025__d2ff298858.txt,"===== PAGE 1 =====
Российское Классификационное Общество 
 
ПРАВИЛА 
КЛАССИФИКАЦИИ И ПОСТРОЙКИ 
ВЫСОКОСКОРОСТНЫХ СУДОВ 
 
 
Москва 
2025

===== PAGE 2 =====
Правила классификации и постройки высокоскоростных судов 
2 
Российское Классификационное Общество. Правила классификации и постройки 
высокоскоростных судов. 
Правила классификации и постройки высокоскоростных судов утверждены
приказом федерального автономного учреждения «Российское Классификационное
Общество» от 08.08.2025 № 48-п и вступаю",
rko_izdaniya,data\rko_izdaniya\marine\pravila-klassifikatsii-i-postroyki-malykh-morskikh-rybolovnykh-sudov\pkpmmrs_23-12-2025.pdf,pkpmmrs_23-12-2025.pdf,.pdf,2155647,2.056,181,291670,1589.0,1,partial_low_text,data\extracted_text\rko_izdaniya\pkpmmrs_23-12-2025__1649ff257d.txt,"===== PAGE 1 =====
Российское Классификационное Общество 
 
ПРАВИЛА 
КЛАССИФИКАЦИИ И ПОСТРОЙКИ 
МАЛЫХ МОРСКИХ 
РЫБОЛОВНЫХ СУДОВ 
 
 
Москва 
2025

===== PAGE 2 =====
Правила классификации и постройки малых морских рыболовных судов 
2 
Российское Классификационное Общество. Правила классификации и постройки 
малых морских рыболовных судов. 
Правила классификации и постройки малых морских рыболовных судов утверждены 
приказом 
федерального 
автономного 
учреждения «Российское Классификационное 
Об",
rko_izdaniya,data\rko_izdaniya\marine\pravila-klassifikatsii-i-postroyki-morskikh-sudov\izveshchenie-64-p.pdf,izveshchenie-64-p.pdf,.pdf,98922,0.094,1,1885,1866.0,0,read,data\extracted_text\rko_izdaniya\izveshchenie-64-p__27a204345a.txt,"===== PAGE 1 =====
ИЗВЕЩЕНИЕ 
О ВНЕСЕНИИ ИЗМЕНЕНИЙ В ПРАВИЛА 
РОССИЙСКОГО КЛАССИФИКАЦИОННОГО ОБЩЕСТВА 
(в Правила классификации и постройки морских судов, утвержденные приказом 
федерального автономного учреждения «Российский Речной Регистр» 
от 15.06.2020 № 37-п) 
 
Утверждено 
приказом федерального автономного учреждения «Российское 
Классификационное Общество» от 30.08.2024 № 64-п 
Введено в действие 
с 01.09.2024 
 
Внести в Правила классификации и постройки морских судов, утвержденные 
прик",
rko_izdaniya,data\rko_izdaniya\marine\pravila-klassifikatsii-i-postroyki-morskikh-sudov\izveshchenie-v-pkpms-05.02.2024.pdf,izveshchenie-v-pkpms-05.02.2024.pdf,.pdf,140113,0.134,3,5431,1790.0,0,read,data\extracted_text\rko_izdaniya\izveshchenie-v-pkpms-05.02.2024__60f596736b.txt,"===== PAGE 1 =====
ИЗВЕЩЕНИЕ 
О ВНЕСЕНИИ ИЗМЕНЕНИЙ В ПРАВИЛА 
РОССИЙСКОГО КЛАССИФИКАЦИОННОГО ОБЩЕСТВА 
(в Правила классификации и постройки морских судов, утвержденные приказом федераль-
ного автономного учреждения «Российский Речной Регистр» от 15.06.2020 № 37-п) 
Утверждено 
приказом федерального автономного учреждения «Российское 
Классификационное Общество» от 02.02.2024 № 10-п 
Введено в действие 
с 05.02.2024 
 
Внести в Правила классификации и постройки морских судов следующие изменения и",
rko_izdaniya,data\rko_izdaniya\marine\pravila-klassifikatsii-i-postroyki-morskikh-sudov\izveshchenie_100-p_v_pkpms17_r-21_22_23-12-2025.pdf,izveshchenie_100-p_v_pkpms17_r-21_22_23-12-2025.pdf,.pdf,399942,0.381,55,146057,2633.8,0,read,data\extracted_text\rko_izdaniya\izveshchenie_100-p_v_pkpms17_r-21_22_23-12-2025__38d4e20caf.txt,"===== PAGE 1 =====
1 В части требований, регулирующих перевозку опасных грузов и веществ-загрязнителей моря в упаковке, включая
перевозку опасных грузов в съемных цистернах, см. Международный кодекс морской перевозки опасных грузов
(МКМПОГ).
2 Международный кодекс постройки и оборудования судов, перевозящих опасные химические грузы наливом,
принятый резолюцией ИМО МЕРС.119(52).
ИЗВЕЩЕНИЕ
О ВНЕСЕНИИ ИЗМЕНЕНИЙ В ПРАВИЛА
КЛАССИФИКАЦИИ И ПОСТРОЙКИ МОРСКИХ СУДОВ
(утверждены приказом федерального авто",
rko_izdaniya,data\rko_izdaniya\marine\pravila-klassifikatsii-i-postroyki-morskikh-sudov\izveshchenie_95-p_v_pkpms3_22-12-2025.pdf,izveshchenie_95-p_v_pkpms3_22-12-2025.pdf,.pdf,1415098,1.35,22,39636,1780.1,0,read,data\extracted_text\rko_izdaniya\izveshchenie_95-p_v_pkpms3_22-12-2025__588cfcf75d.txt,"===== PAGE 1 =====
ИЗВЕЩЕНИЕ
О ВНЕСЕНИИ ИЗМЕНЕНИЙ
В ПРАВИЛА КЛАССИФИКАЦИИ И ПОСТРОЙКИ МОРСКИХ СУДОВ
(В Правила классификации и постройки морских судов, утвержденные приказом
федерального автономного учреждения «Российский Речной Регистр» от 15.06.2020
№37-п)
Утверждено
приказом
федерального
автономного
учреждения
«Российское
Классификационное Общество» от 22.12.2025 №95-п
Введено в действие с 26.12.2025
Внести следующие изменения в часть III Правил классификации и постройки
морских
судов,
утверж",
rko_izdaniya,data\rko_izdaniya\marine\pravila-klassifikatsii-i-postroyki-morskikh-sudov\izveshchenie_99-p_v_pkpms17_r-20_23-12-2025.pdf,izveshchenie_99-p_v_pkpms17_r-20_23-12-2025.pdf,.pdf,1193498,1.138,59,137880,2315.1,0,read,data\extracted_text\rko_izdaniya\izveshchenie_99-p_v_pkpms17_r-20_23-12-2025__a6dd6454ee.txt,"===== PAGE 1 =====
ИЗВЕЩЕНИЕ
О ВНЕСЕНИИ ИЗМЕНЕНИЯ В ПРАВИЛА
КЛАССИФИКАЦИИ И ПОСТРОЙКИ МОРСКИХ СУДОВ
(утверждены приказом федерального автономного учреждения «Российский Речной
Регистр» от 15.06.2020 №37-п)
Утверждено
приказом федерального автономного учреждения «Российское
Классификационное Общество» от 23.12.2025 №99-п
Введено в действие
с 27.12.2025
Часть XVII Правил классификации и постройки морских судов, утвержденных
приказом
федерального
автономного
учреждения
«Российский
Речной
Регистр»
о",
rko_izdaniya,data\rko_izdaniya\marine\pravila-klassifikatsii-i-postroyki-morskikh-sudov\izveshchenie_v_pkpms1-6_prikaz_21-p.pdf,izveshchenie_v_pkpms1-6_prikaz_21-p.pdf,.pdf,1131790,1.079,2,39,0.0,2,likely_scan_or_low_text,data\extracted_text\rko_izdaniya\izveshchenie_v_pkpms1-6_prikaz_21-p__aafedb26bd.txt,"===== PAGE 1 =====

===== PAGE 2 =====",
rko_izdaniya,data\rko_izdaniya\marine\pravila-klassifikatsii-i-postroyki-morskikh-sudov\izveshchenie_v_pkpms_prikaz_no_4-p_ot_15-01-25.pdf,izveshchenie_v_pkpms_prikaz_no_4-p_ot_15-01-25.pdf,.pdf,229732,0.219,8,20834,2583.5,0,read,data\extracted_text\rko_izdaniya\izveshchenie_v_pkpms_prikaz_no_4-p_ot_15-01-25__7cb0cab36b.txt,"===== PAGE 1 =====
ИЗВЕЩЕНИЕ 
О ВНЕСЕНИИ ИЗМЕНЕНИЙ В ПРАВИЛА 
РОССИЙСКОГО КЛАССИФИКАЦИОННОГО ОБЩЕСТВА 
(в Правила классификации и постройки морских судов, утвержденные приказом 
федерального автономного учреждения «Российский Речной Регистр» 
от 15.06.2020 № 37-п) 
 
Утверждено 
приказом федерального автономного учреждения «Российское 
Классификационное Общество» от 15.01.2025 № 4-п 
Введено в действие с 18.01.2025 
 
Внести в Правила классификации и постройки морских судов, утвержденные 
приказ",
rko_izdaniya,data\rko_izdaniya\marine\pravila-klassifikatsii-i-postroyki-morskikh-sudov\izvpkpms-08.12.2022.pdf,izvpkpms-08.12.2022.pdf,.pdf,126257,0.12,1,2582,2563.0,0,read,data\extracted_text\rko_izdaniya\izvpkpms-08.12.2022__2c5b067fba.txt,"===== PAGE 1 =====
ИЗВЕЩЕНИЕ 
О ВНЕСЕНИИ ИЗМЕНЕНИЙ В ПРАВИЛА 
РОССИЙСКОГО КЛАССИФИКАЦИОННОГО ОБЩЕСТВА 
(в Правила классификации и постройки морских судов, утвержденные приказом федераль-
ного автономного учреждения «Российский Речной Регистр» от 15.06.2020 № 37-п) 
Утверждено 
приказом федерального автономного учреждения «Российское 
Классификационное Общество» от 05.12.2022 № 96-п 
Введено в действие 
с 08.12.2022 
 
В части I Правил классификации и постройки морских судов пункты 2.2.1 и 2.2.2",
rko_izdaniya,data\rko_izdaniya\marine\pravila-klassifikatsii-i-postroyki-morskikh-sudov\pkpms11_24-10-2025.pdf,pkpms11_24-10-2025.pdf,.pdf,3723361,3.551,272,693212,2526.0,0,read,data\extracted_text\rko_izdaniya\pkpms11_24-10-2025__0091cda50c.txt,"===== PAGE 1 =====
Российское Классификационное Общество 
 
ПРАВИЛА 
КЛАССИФИКАЦИИ И ПОСТРОЙКИ 
МОРСКИХ СУДОВ 
 
ЧАСТЬ XI 
ЭЛЕКТРИЧЕСКОЕ ОБОРУДОВАНИЕ 
 
 
Москва 
2020

===== PAGE 2 =====
Правила классификации и постройки морских судов (часть XI) 
2 
Российское Классификационное Общество. Правила классификации и постройки 
морских судов. Часть XI «Электрическое оборудование». 
Правила классификации и постройки морских судов Российского Классификацион-
ного Общества утверждены в соответствии с пу",
rko_izdaniya,data\rko_izdaniya\marine\pravila-klassifikatsii-i-postroyki-morskikh-sudov\pkpms12_19-03-2026.pdf,pkpms12_19-03-2026.pdf,.pdf,385458,0.368,29,62746,2142.0,0,read,data\extracted_text\rko_izdaniya\pkpms12_19-03-2026__c65bf5e8b5.txt,"===== PAGE 1 =====
Российское Классификационное Общество 
 
ПРАВИЛА 
КЛАССИФИКАЦИИ И ПОСТРОЙКИ 
МОРСКИХ СУДОВ 
 
ЧАСТЬ XII 
ХОЛОДИЛЬНЫЕ УСТАНОВКИ 
 
 
Москва 
2020

===== PAGE 2 =====
Правила классификации и постройки морских судов (часть XII) 
2 
Российское Классификационное Общество. Правила классификации и постройки 
морских судов. Часть XII «Холодильные установки». 
Правила классификации и постройки морских судов Российского Классификацион-
ного Общества утверждены в соответствии с пунктом 2",
rko_izdaniya,data\rko_izdaniya\marine\pravila-klassifikatsii-i-postroyki-morskikh-sudov\pkpms13_15-01-2026.pdf,pkpms13_15-01-2026.pdf,.pdf,3571028,3.406,280,743178,2631.6,0,read,data\extracted_text\rko_izdaniya\pkpms13_15-01-2026__9212af3988.txt,"===== PAGE 1 =====
Российское Классификационное Общество 
 
ПРАВИЛА 
КЛАССИФИКАЦИИ И ПОСТРОЙКИ 
МОРСКИХ СУДОВ 
 
ЧАСТЬ XIII 
МАТЕРИАЛЫ 
 
 
Москва 
2020

===== PAGE 2 =====
Правила классификации и постройки морских судов (часть XIII) 
2 
Российское Классификационное Общество. Правила классификации и постройки 
морских судов. Часть XIII «Материалы». 
Правила классификации и постройки морских судов Российского Классификацион-
ного Общества утверждены в соответствии с пунктом 2 статьи 24 Кодекса то",
rko_izdaniya,data\rko_izdaniya\marine\pravila-klassifikatsii-i-postroyki-morskikh-sudov\pkpms15_20-01-2026.pdf,pkpms15_20-01-2026.pdf,.pdf,945036,0.901,79,193680,2429.8,0,read,data\extracted_text\rko_izdaniya\pkpms15_20-01-2026__eaa92895db.txt,"===== PAGE 1 =====
Российское Классификационное Общество 
 
ПРАВИЛА 
КЛАССИФИКАЦИИ И ПОСТРОЙКИ 
МОРСКИХ СУДОВ 
 
ЧАСТЬ XV 
АВТОМАТИЗАЦИЯ 
 
 
Москва 
2020

===== PAGE 2 =====
Правила классификации и постройки морских судов (часть XV) 
2 
Российское Классификационное Общество. Правила классификации и постройки 
морских судов. Часть XV «Автоматизация». 
Правила классификации и постройки морских судов Российского Классификацион-
ного Общества утверждены в соответствии с пунктом 2 статьи 24 Кодекса",
rko_izdaniya,data\rko_izdaniya\marine\pravila-klassifikatsii-i-postroyki-morskikh-sudov\pkpms1_15-03-2026.pdf,pkpms1_15-03-2026.pdf,.pdf,846188,0.807,65,186821,2852.3,0,read,data\extracted_text\rko_izdaniya\pkpms1_15-03-2026__291b5cf963.txt,"===== PAGE 1 =====
Российское Классификационное Общество 
 
ПРАВИЛА 
КЛАССИФИКАЦИИ И ПОСТРОЙКИ 
МОРСКИХ СУДОВ 
 
ЧАСТЬ I 
КЛАССИФИКАЦИЯ 
 
 
Москва 
2020

===== PAGE 2 =====
Правила классификации и постройки морских судов (часть I) 
2 
Российское Классификационное Общество. Правила классификации и постройки 
морских судов. Часть I «Классификация». 
Правила 
классификации 
и 
постройки 
морских 
судов 
Российского 
Классификационного Общества утверждены в соответствии с пунктом 2 статьи 24 Кодекс",
rko_izdaniya,data\rko_izdaniya\marine\pravila-klassifikatsii-i-postroyki-morskikh-sudov\pkpms3_22-01-2026.pdf,pkpms3_22-01-2026.pdf,.pdf,3087639,2.945,189,444739,2330.7,0,read,data\extracted_text\rko_izdaniya\pkpms3_22-01-2026__e1d99608af.txt,"===== PAGE 1 =====
Российское Классификационное Общество 
 
ПРАВИЛА 
КЛАССИФИКАЦИИ И ПОСТРОЙКИ 
МОРСКИХ СУДОВ 
 
ЧАСТЬ III 
УСТРОЙСТВА, ОБОРУДОВАНИЕ 
И СНАБЖЕНИЕ 
 
 
Москва 
2020

===== PAGE 2 =====
Правила классификации и постройки морских судов (часть III) 
2 
Российское Классификационное Общество. Правила классификации и постройки 
морских судов. Часть III «Устройства, оборудование и снабжение». 
Правила классификации и постройки морских судов Российского Классификацион-
ного Общества утверж",
rko_izdaniya,data\rko_izdaniya\marine\pravila-klassifikatsii-i-postroyki-morskikh-sudov\pkpms4_19-01-2026.pdf,pkpms4_19-01-2026.pdf,.pdf,1442309,1.375,73,188557,2561.1,0,read,data\extracted_text\rko_izdaniya\pkpms4_19-01-2026__3421b751dc.txt,"===== PAGE 1 =====
Российское Классификационное Общество 
 
ПРАВИЛА 
КЛАССИФИКАЦИИ И ПОСТРОЙКИ 
МОРСКИХ СУДОВ 
 
ЧАСТЬ IV 
ОСТОЙЧИВОСТЬ 
 
 
Москва 
2020

===== PAGE 2 =====
Правила классификации и постройки морских судов (часть IV) 
2 
Российское Классификационное Общество. Правила классификации и постройки 
морских судов. Часть IV «Остойчивость». 
Правила классификации и постройки морских судов Российского Классификацион-
ного Общества утверждены в соответствии с пунктом 2 статьи 24 Кодекса то",
rko_izdaniya,data\rko_izdaniya\marine\pravila-klassifikatsii-i-postroyki-morskikh-sudov\pkpms5_30-09-2025.pdf,pkpms5_30-09-2025.pdf,.pdf,862032,0.822,51,129400,2515.5,0,read,data\extracted_text\rko_izdaniya\pkpms5_30-09-2025__3fd295e822.txt,"===== PAGE 1 =====
Российское Классификационное Общество 
 
ПРАВИЛА 
КЛАССИФИКАЦИИ И ПОСТРОЙКИ 
МОРСКИХ СУДОВ 
 
ЧАСТЬ V 
ДЕЛЕНИЕ НА ОТСЕКИ 
 
 
Москва 
2020

===== PAGE 2 =====
Правила классификации и постройки морских судов (часть V) 
2 
Российское Классификационное Общество. Правила классификации и постройки 
морских судов. Часть V «Деление на отсеки». 
Правила классификации и постройки морских судов Российского Классификацион-
ного Общества утверждены в соответствии с пунктом 2 статьи 24 Код",
rko_izdaniya,data\rko_izdaniya\marine\pravila-klassifikatsii-i-postroyki-morskikh-sudov\pkpms6_15-03-2026.pdf,pkpms6_15-03-2026.pdf,.pdf,2057185,1.962,179,501183,2777.5,0,read,data\extracted_text\rko_izdaniya\pkpms6_15-03-2026__c64095cc7e.txt,"===== PAGE 1 =====
Российское Классификационное Общество 
 
ПРАВИЛА 
КЛАССИФИКАЦИИ И ПОСТРОЙКИ 
МОРСКИХ СУДОВ 
 
ЧАСТЬ VI 
ПРОТИВОПОЖАРНАЯ ЗАЩИТА 
 
 
Москва 
2020

===== PAGE 2 =====
Правила классификации и постройки морских судов (часть VI) 
2 
Российское Классификационное Общество. Правила классификации и постройки 
морских судов. Часть VI «Противопожарная защита». 
Правила классификации и постройки морских судов Российского Классификацион-
ного Общества утверждены в соответствии с пунктом 2",
